confidence,expected_label,is_sludge,layout_category,recommendations/0,recommendations/1,summary,text_features/0/end_time,text_features/0/start_time,text_features/0/text,text_features/1/end_time,text_features/1/start_time,text_features/1/text,text_tags/0,text_tags/1,video_id,visual_features/0/end_time,visual_features/0/start_time,visual_features/0/text,visual_features/1/end_time,visual_features/1/start_time,visual_features/1/text,visual_features/2/end_time,visual_features/2/start_time,visual_features/2/text,visual_features/3/end_time,visual_features/3/start_time,visual_features/3/text,visual_tags/0,visual_tags/1,visual_tags/2,text_features/2/end_time,text_features/2/start_time,text_features/2/text,text_tags/2,visual_features/4/end_time,visual_features/4/start_time,visual_features/4/text,visual_tags/3,visual_tags/4,text_features/3/end_time,text_features/3/start_time,text_features/3/text,text_features/4/end_time,text_features/4/start_time,text_features/4/text,recommendations/2,text_tags/3,text_features/5/end_time,text_features/5/start_time,text_features/5/text,text_features/6/end_time,text_features/6/start_time,text_features/6/text,visual_features/5/end_time,visual_features/5/start_time,visual_features/5/text,text_features/7/end_time,text_features/7/start_time,text_features/7/text,visual_features/6/end_time,visual_features/6/start_time,visual_features/6/text,visual_features/7/end_time,visual_features/7/start_time,visual_features/7/text,visual_features/8/end_time,visual_features/8/start_time,visual_features/8/text,text_tags/4,text_features/8/end_time,text_features/8/start_time,text_features/8/text,text_features/9/end_time,text_features/9/start_time,text_features/9/text,text_features/10/end_time,text_features/10/start_time,text_features/10/text,text_features/11/end_time,text_features/11/start_time,text_features/11/text,text_features/12/end_time,text_features/12/start_time,text_features/12/text,text_features/13/end_time,text_features/13/start_time,text_features/13/text,text_features/14/end_time,text_features/14/start_time,text_features/14/text,text_features/15/end_time,text_features/15/start_time,text_features/15/text,text_features/16/end_time,text_features/16/start_time,text_features/16/text,text_features/17/end_time,text_features/17/start_time,text_features/17/text,text_features/18/end_time,text_features/18/start_time,text_features/18/text,text_features/19/end_time,text_features/19/start_time,text_features/19/text,text_features/20/end_time,text_features/20/start_time,text_features/20/text
0.95,NON SLUDGE,false,N/A,None - content is clear and focused.,,"A group of men performs a dance outdoors, with two men in skeleton costumes and masks in the foreground. The video features a question being asked and music playing.",0.02,0,"A voice asks ""Can we kiss you Ben?""",2,1,"The question ""Can we kiss you Ben?"" is repeated by a group.",spoken question,song lyrics,7428259016792378646,33,0,Two men in skeleton costumes and white masks with red markings are dancing in the foreground.,33,0,"Several shirtless men are standing in the background, some holding orange balloons.",33,0,"A blackboard with ""can We Kiss You Ben"" written on it is visible in the center.",33,0,"A banner in the background reads ""Wishes Made Visual"" and ""We make your Wishes Visual"".",dance performance,skeleton costumes,outdoor setting,33,7,"Music with lyrics including ""Gungnam Style"" and ""Hey sexy lady"" plays.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - video is coherent.,,"A group of men, some wearing Scream masks and skeleton costumes, dance outdoors on a dirt ground and deliver a personalized birthday message for 'Bella' while holding a photo and a blackboard.",0.06,0.05,Exclamations of 'Wow' are heard.,0.08,0.07,A group of men shout 'Happy birthday Bella'.,birthday wishes,exclamations,7428297359848639766,0.02,0,Men wearing Scream masks and skeleton costumes dance.,0.05,0.03,A man holds up a printed photo of a woman.,0.11,0.07,Men hold a blackboard with 'Happy birthday Bella My pookie Sigma' written on it.,0.29,0.12,The group continues to dance energetically.,dancing men,Scream masks,birthday message,0.1,0.09,They also shout 'My pookie Sigma'.,,0.29,0,The scene is outdoors on a dirt ground with trees and a banner in the background.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or ensure visual content is directly related to the audio narrative.,Avoid combining unrelated gameplay footage with storytelling to prevent 'sludge' content.,The video displays two unrelated clips concurrently: an animated storytelling segment in the top pane and a mobile game featuring stick figures collecting items in the bottom pane. The audio narrative is entirely disconnected from the gameplay.,5,0,The speaker discusses naming a centipede 'Grievous' from a Pokémon Bug Squad.,28,24,"The speaker talks about never having dangerous pets, then mentions scorpions named Sonic and Barkus.",narrative,pet-story,7428522899880889643,10,0,"The top pane shows various animated characters, including a red centipede-like creature, a white block character, scorpions, a spider, and human-like figures.",145,0,"The bottom pane displays a mobile game where stick figures run on a track, collecting colored balls and increasing numbers.",55,52,The animation features a character resembling Steve Irwin.,145,0,"The mobile game shows numerical values on the stick figures, indicating their count or power, and obstacles that reduce their numbers.",animation,mobile-game,vertical-split,40,36,The speaker recounts a phone call from an uncle offering a centipede.,centipede-discussion,145,0,"The animated segment frequently changes characters and scenes, illustrating the narrative.",,,118,108,"The speaker describes centipedes as dangerous, fast, unpredictable, and escape artists.",142,130,The speaker expresses hesitation about keeping a centipede due to lack of experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Remove the unrelated mobile game footage.,"Focus on a single, coherent visual narrative that aligns with the audio.","An animated story about pet ownership is displayed in the top pane, while unrelated mobile game footage plays in the bottom pane. The audio narration corresponds only to the animation.",21,0,The narrator discusses getting a T-Rex and the importance of doing proper research before getting a pet.,34,24,The narrator explains that his situation was different because he was given a centipede with an enclosure and food.,pet story,narration,7428533890630880555,160,0,"The top pane displays an animated story featuring human-like characters, a T-Rex, a centipede, and beetles.",160,0,The bottom pane shows a mobile runner game where numerical characters collect colored balls and shoot at obstacles.,,,,,,,animation,mobile game,,59,34,The narrator mentions doing additional research on how to care for centipedes and names his centipede 'Grievous' and two beetles 'Tweedle Dee' and 'Tweedle Dum'.,,,,,,,144,104,The narrator describes Grievous as a Giant California Tiger Centipede and discusses its feeding habits and general inactivity during the day.,159,150,The narrator concludes by stating that centipede guides he read confirmed their burrowing and humidity needs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,"Remove the unrelated mobile game footage to create a single, coherent visual narrative.",Ensure the audio content is directly relevant to the visual content displayed.,"The video features a vertical split-screen layout where the top pane displays an animation narrating the care and relocation of a pet centipede, while the bottom pane shows unrelated, generic mobile game footage.",1.9,0,The speaker discusses the circulatory system of a centipede and its substrate preferences.,14.9,12.9,The speaker expresses concern and confusion about the centipede's environment and well-being.,pet care,centipede,7428540066663894315,159,0,The top pane displays an animated centipede and a character representing the speaker.,159,0,The top pane shows various animated scenes related to the centipede's habitat and emotional states.,159,0,"The bottom pane displays continuous mobile game footage of small, colored characters running and collecting items.",159,0,The mobile game features numerical values on characters and gates that multiply or divide their numbers.,vertical split,animation,mobile game,60.5,51,The speaker decides to relocate the centipede to a new tank with better substrate for burrowing and moisture retention.,narrative,,,,,,122,117,The speaker notes the centipede's apparent happiness and immediate burrowing in the new substrate.,146.9,140,The speaker becomes concerned again after the centipede doesn't emerge or eat for two weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - video is a single, coherent performance.",,"A group of muscular men perform a synchronized dance in an outdoor setting, holding a picture of a young man and a blackboard with a message, while a remixed song plays.",5,0,"A direct address to ""Jack Dorothy"" to ""put the fries in the bag, bro"" is spoken.",36,7,"A sound effect resembling ""Opan Gangnam Style"" is heard repeatedly throughout the video.",direct address,meme audio,7428640334063750422,36,0,"A group of muscular men, shirtless and wearing patterned pants, perform synchronized dance moves.",36,0,"A banner reading ""Wishes Made Visual"" is visible in the background.",36,0,"A blackboard with the message ""Jack Dorothy Put the fries in the bag bro"" is displayed.",36,0,One man holds up a picture of a young man in a red shirt.,synchronized dance,muscular men,message board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - content is coherent and engaging, serving its clear purpose as a personalized message and performance.",,"A group of shirtless men perform a choreographed dance routine outdoors, delivering a personalized message to 'Jack Dorothy' about 'fries in the bag' while holding a photo of a young man.",6,0,A man speaks a personalized message to 'Jack Dorothy' about 'fries in the bag'.,6,1,The group chants 'Jack Dorothy' and 'Put the fries in the bag bro' in unison.,chanting,upbeat-music,7428671433745632534,43,0,A group of shirtless men in dark pants stand and dance in an outdoor setting.,43,0,A banner in the background reads 'Wishes Made Visual' and 'We make your Wishes Visual'.,18,10,A man holds up a photo of a young man with curly hair and a red shirt.,43,0,A blackboard sign in front of the men reads 'Jack Dorothy Put the fries in the bag bro'.,group-dance,outdoor-setting,personalized-message,43,8,Upbeat music with a rhythmic chant plays throughout the dance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Use a single coherent video track.,"If using multiple video tracks, ensure they are semantically related to each other and the audio content.","An animated character talks about their life and YouTube career in the top pane, while a completely unrelated mobile crowd-runner game plays in the bottom pane. The audio is a monologue from the animated character.",0.19,0,The speaker promotes their new merchandise and website.,0.43,0.2,"The speaker introduces their first Q&A session and shares personal facts like being a psychology major, having weird pets, and listening to K-pop.",monologue,personal-story,7428889418276146474,1.4,0,The top pane features a white blob-like animated character speaking.,0.18,0.11,"The top pane displays images of merchandise, including a hoodie, phone case, t-shirts, and a mug.",0.51,0.44,"The top pane shows a clip from a horror video game, featuring a character aiming a gun at a stone pillar.",1.35,1.29,"The top pane displays profile pictures of popular animators like Domics, Jaiden Animations, and TheOdd1sOut.",animated-character,mobile-game,unrelated-clips,0.51,0.44,The speaker mentions being part of a horror video game recently.,Q&A,1.4,0,The bottom pane continuously shows gameplay of a mobile crowd-runner game where small figures collect colored balls.,,,1.07,0.54,"The speaker expresses surprise at receiving over 1,500 questions for the Q&A.",1.4,1.08,"The speaker discusses their journey into YouTube and animation, mentioning being a former vlogger and being inspired by other animators like Domics, Jaiden Animations, and James.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Avoid using unrelated gameplay footage as background content.,"The video features a vertical split-screen. The top pane displays an animated character narrating personal stories about their animation journey and inspirations, while the bottom pane continuously shows unrelated mobile game footage, functioning as engagement bait.",8.9,0,The speaker reminisces about animating with Post-it notes in the past.,27,9,"The speaker mentions their first character, 'Fartman,' and later moving to digital animation for 'Tofu Ninja'.",animation-history,channel-origin,7428897887347625259,148,0,"The top pane shows an animated character talking, with various images appearing related to the audio content.",148,0,The bottom pane displays continuous gameplay of a mobile runner/shooter game with colorful stick figures.,5,2.5,"Images of animation software logos (Adobe Animate, Toon Boom) appear in the top pane.",7.5,6.5,A graphic of Post-it Notes is shown in the top pane.,split-screen,animation,mobile-game,57,48,"The speaker explains that their YouTube channel name 'Yong' comes from their last name, which people often mispronounce as 'Young'.",inspirations,26.5,23,A graphic of a drawing tablet and the 'Tofu Ninja' character are displayed in the top pane.,runner-game,,143,134,"The speaker lists various sources of inspiration including Disney, other YouTubers, anime, and K-Pop.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track.,Ensure visual content is directly related to the audio narrative.,"The video features a vertical split-screen layout, with an animated character discussing personal topics and YouTube collaborations in the top pane, while an unrelated mobile game with characters collecting items and numbers changing plays continuously in the bottom pane. The two visual streams and their associated audio are semantically unrelated, indicating a sludge video format.",17,0,The speaker discusses plans for a 'draw my life' video and future projects.,39,22,The speaker talks about meeting fellow animators at VidCon and wanting to collaborate with others.,Q&A,YouTube discussion,7428902803252251947,156,0,"An animated character is shown in the top pane, changing expressions and sometimes accompanied by other animated figures or real-life photos.",156,0,"A mobile game featuring small, colorful characters running on a track, collecting items, and breaking obstacles is displayed in the bottom pane.",156,0,"The mobile game shows numerical values on the characters' heads and on obstacles, indicating quantity changes.",22,18,The top pane occasionally displays text questions related to the speaker's discussion.,vertical split-screen,mobile game,animation,105,55,"The speaker names several YouTubers they would like to meet and possibly work with, including David So and MatPat.",personal anecdotes,,,,,,126,115,The speaker addresses questions about the 'Tofu Ninja' character and its future appearances.,156,127,The speaker explains the reason for having realistic hands in their animation and shares their favorite Pokémon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,None - the video presents a clear and coherent message.,,"The video features a group of shirtless men delivering a birthday message and performing a dance. It starts with one man holding a picture, then transitions to the group with a blackboard and roses, all accompanied by celebratory audio.",0.04,0,Kissing sounds are heard at the beginning.,0.12,0.06,Men collectively wish 'Happy birthday Lucas' and 'My pookie dookie cookie'.,birthday-wishes,upbeat-music,7429033803802348802,0.05,0,A man holds up a picture of a woman's face.,0.17,0.05,"A group of shirtless men stand together, some holding red roses and a blackboard with a birthday message.",0.4,0.17,The men perform a synchronized dance routine.,,,,group-dance,birthday-message,,0.4,0.18,Upbeat music with vocalizations plays during the dance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and focused.,,"A group of shirtless men perform a synchronized dance outdoors, holding a sign with a personalized message and a picture, accompanied by chanting and music.",3,0,"The men chant ""Put the fries in the bag Lacy"" repeatedly.",8,7,"One man says ""Opan Gangnam Style"" as music begins.",chanting,music,7429035803797425430,33,0,A group of shirtless men in dark pants are standing outdoors.,33,0,"A sign in the foreground reads ""Put the fries in the bag Lacy"".",9,7,One man holds up a printed picture of a person's face.,33,15,The men perform synchronized dance moves.,synchronized dance,outdoor performance,personalized message,33,8,Upbeat music plays throughout the dance sequence.,,33,0,"A banner in the background says ""Wishes Made Visual"" and ""We make your Wishes"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Avoid combining unrelated gameplay footage with conversational content to prevent viewer distraction.,"The video features a vertical split-screen with a speaker answering questions in the top pane, accompanied by relevant static images, while an unrelated mobile game plays continuously in the bottom pane.",12,0,"The speaker answers questions about favorite Pokemon, including Hydreigon, Garchomp, and Yanmega.",24,15,The speaker discusses including legendaries like Kyogre and Rayquaza for easier answers.,Q&A,monologue,7429172800377736491,142,0,"The top pane displays an animated paper-like character speaking, with various static images appearing based on the audio topic.",24,0,"The top pane shows Pokemon characters like Hydreigon, Garchomp, Kyogre, and Rayquaza.",140,25,"The top pane features images of K-pop groups like Blackpink, Girls' Generation, EXO, Big Bang, and Red Velvet, and individual K-pop idols.",142,0,The bottom pane continuously shows an endless runner mobile game where a yellow stick figure slices fruits and objects.,vertical-split,mobile-game,animated-character,30,25,"The speaker answers questions about favorite colors, mentioning Blackpink and black and blue.",,142,0,"The mobile game includes various environments such as a blue water path, a snowy path, a brown desert-like path, and a green grassy path.",,,50,30,"The speaker shares thoughts on Curt Richy, describing him as an early YouTube friend.",140,54,"The speaker identifies favorite K-pop groups and members, including Dreamcatcher, BTOB, Monsta X, Sunny, Lay, Taeil, Joy, Bobby, B.I, Suga, Rose, Sungjae, and Ilhoon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Avoid combining unrelated video content streams.,"Focus on a single, coherent visual and auditory narrative.","Animated characters answer various questions in the top panel, while an unrelated endless runner mobile game plays in the bottom panel.",119,0,A voice asks and answers a series of diverse questions.,136,2,"Questions cover topics like personal identity, dating, favorite TV shows, and philosophical dilemmas.",Q&A,game-sfx,7429177406142958890,155,0,The video features a vertical split-screen layout.,155,0,The top panel shows animated characters interacting and displaying various images related to questions.,155,0,The bottom panel displays an endless runner mobile game with a yellow character slicing fruits and avoiding obstacles.,155,0,"The game environment changes from tropical to snowy, desert, and grassy landscapes.",vertical-split,animation,mobile-game,147,2,The speaker provides humorous and sometimes evasive answers to the questions.,,155,0,On-screen numbers indicate points gained in the game.,,,155,0,Game sound effects are present throughout the audio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Remove the unrelated mobile game footage.,"Focus on a single, coherent visual narrative that aligns with the audio content.","An animated character answers questions and talks about various topics in the top pane, while an unrelated mobile game featuring fruit slicing and obstacle navigation is played in the bottom pane.",15,0,"The speaker discusses reasons for not uploading more frequently, mentioning college and work.",43,23,"The speaker confirms planning to attend Vidcon as a paying creator, preferring to avoid being mobbed.",monologue,Q&A,7429182394638339370,145,0,"The top pane displays a black and white animated character, sometimes with other characters or drawings, appearing to speak or react to questions.",145,0,"The bottom pane shows 3D endless runner gameplay where a yellow character uses a sword to slice various fruits (bananas, apples, watermelons, strawberries, kiwis, oranges) and navigate obstacles.",145,0,The game environment changes from green grass to snow and desert-like terrain.,145,0,"On-screen game feedback like '+189', 'Awesome!', 'Perfect!', 'Amazing!', 'Not Bad!', and 'Good!' appears.",animated character,mobile game,fruit slicing,107,44,The speaker humorously addresses being compared to 'theOdd1sout' and makes a joke about math and Asian heritage.,jokes,,,,endless runner,,115,108,The speaker makes a 'YouTube theory' joke.,140,116,"The speaker responds to a question about having pets and being a famous YouTuber, expressing gratitude for people liking their 'weird videos'.",Avoid using engagement-bait gameplay in conjunction with unrelated spoken content.,game sounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - the content is a single, coherent performance.",,"A group of shirtless men perform a synchronized chant and dance outdoors, dedicating their performance to 'Jake' with a message on a chalkboard.",4,0,"A group of men chant ""You have L Rizz Jake, but we will always love you.""",29,7,"The men then chant ""Who's next?"" repeatedly.",chanting,dedication,7429374279986187542,30,0,A group of shirtless men in dark pants stand in an outdoor setting.,30,0,A chalkboard in the center displays a message.,30,8,The men perform synchronized dance moves and gestures.,30,0,"Some men hold red objects, possibly balloons or balls.",group performance,outdoor setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,"None - content is a single, coherent video.",,"The video features a group of shirtless, muscular men outdoors, holding a sign that reads 'Congrats on negative pregnancy test Bella.' One man holds up a photo of a woman, and the group performs a synchronized dance while chanting the message.",5,0,Men chant 'Congrats on negative pregnancy test Bella' in unison.,36,9,Background music includes repeated vocalizations.,chanting,celebration message,7429386922063301890,8,0,"A group of shirtless, muscular men are standing outdoors with a banner and a blackboard.",17,8,One man walks forward holding a printed photo of a woman.,36,17,"The men perform synchronized dance moves, some holding red balls.",,,,men dancing,outdoor setting,personalized message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Remove the unrelated mobile game footage.,"Focus on a single, coherent narrative or visual theme.","The video displays two vertically stacked, unrelated clips: an animated Pokémon volleyball scenario in the top pane and an endless runner mobile game in the bottom pane, while a narrator discusses Pokémon volleyball.",0.34,0,A narrator discusses the idea of Pokémon playing volleyball.,0.46,0.34,The narrator talks about the challenges and benefits of teaching Pokémon to play volleyball.,narration,pokemon discussion,7429635813085809966,0.34,0,The top pane shows various Pokémon characters playing or preparing to play volleyball.,0.52,0.34,"The top pane features animated scenes of Pokémon in different environments, including a beach.",1.29,0,The bottom pane displays an endless runner mobile game where a yellow character collects items and cuts obstacles.,1.29,0,The mobile game environment changes from grassy plains to water and snowy landscapes.,vertical split,mobile game,pokemon animation,1.04,0.47,The narrator describes taking the Pokémon to the beach to learn volleyball fundamentals like passing and serving.,,1.11,1.09,The top pane shows a character reacting to a powerful hit in volleyball.,,,1.29,1.05,The narrator describes a Pokémon hitting the ball too hard during serving practice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or ensure clips are semantically related.,Avoid pairing unrelated stimulating content to maximize engagement.,"The video features an animated volleyball match in the top pane with commentary, while an unrelated mobile endless runner game is displayed in the bottom pane, presented in a vertical split-screen format.",102,0,"The audio provides commentary on a volleyball match, describing plays and character actions.",142,34,"Specific character names like 'Stud', 'Escanor', 'Gaia', 'Tanjiro', and 'Grievous' are mentioned in relation to the volleyball game.",sports commentary,character names,7429648139704929578,102,0,The top pane displays an animated volleyball game with various anthropomorphic characters.,102,0,The bottom pane shows an endless runner mobile game where a yellow stick figure collects and slices fruits/objects.,102,0,The mobile game environment changes from snowy to desert to water-based settings.,102,0,"The animated characters in the top pane change frequently, depicting different players and actions.",split-screen,animation,mobile game,54,36,"Volleyball terms such as 'serve', 'rally', 'receive', 'spikes', 'dig', and 'block' are used.",,102,10,The mobile game features a pole vaulting mechanic to collect items and progress.,,,117,113,The commentator expresses surprise at a character's ability to perform a high jump serve.,131,127,"The commentary highlights a 'service run' by Escanor, noting the opposing team needs a side out.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Avoid combining unrelated content to maximize stimulation.,"The video displays two unrelated clips concurrently: an animated segment featuring Pokémon-like characters playing volleyball in the top pane, and an endless runner mobile game where a character slices fruits in the bottom pane. This combination is characteristic of sludge content.",5,0,The narrator describes a volleyball match involving various Pokémon-like characters.,17,5,"The narrator praises the characters' skills, such as jump serves, side spins, and aiming accuracy.",volleyball commentary,Pokémon,7429654631044697386,134,0,"The top pane features animated characters, resembling Pokémon, playing volleyball.",134,0,The bottom pane displays an endless runner mobile game where a yellow character slices fruits and collects items.,134,0,The video uses a vertical split-screen layout to show both unrelated clips simultaneously.,134,0,The environment in the mobile game changes from a snowy landscape to a beach setting.,vertical split,mobile game,animation,28,23,The narrator expresses jealousy over how quickly some characters learned skills compared to their own learning process.,gameplay narration,,,,,,52,47,The narrator highlights the intensity of the match and the impressive skills displayed by the characters.,110,107,The narrator concludes by stating that 'Pokémon volleyball has been born' and that the sport's potential is 'endless'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NON SLUDGE,false,N/A,None - content is coherent and focused.,,"A group of shirtless men dance outdoors, holding a picture of Diddy and asking why they weren't invited to his party, accompanied by music and chanting.",4,0,A group of men ask aloud why they were not invited to Diddy's party.,34,0,The group chants 'Opanka Gang Gang Star' as music begins.,party-invitation,chanting,7429740050860068118,34,0,A group of shirtless men with patterned pants are dancing in unison outdoors.,14,7,One man holds a picture of Diddy and kisses it.,34,0,A blackboard sign in the foreground reads 'Why didn't you invite us to your Diddy Party?'.,34,0,A banner in the background states 'Wishes Made Visual' and 'We make your Wishes'.,group-dancing,outdoor-scene,men-shirtless,,,,music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Avoid displaying unrelated gameplay to maximize stimulation.,"The video features a vertical split-screen layout with an animated commentary in the top panel discussing childhood experiences of getting lost, while the bottom panel displays unrelated endless runner mobile gameplay.",8,0,The speaker introduces a scary and sensitive topic related to a traumatic part of their life.,27,19,"The speaker discusses getting lost as a child and mentions being in a toy store with various franchises like Pokemon, Lego, Star Wars, and Yu-Gi-Oh.",personal story,childhood memories,7429959312992242986,110,0,The top panel displays an animated character illustrating the spoken narrative with text overlays.,110,0,The bottom panel shows an endless runner mobile game where a yellow character collects items and avoids obstacles.,,,,,,,vertical split,mobile game,cartoon,55,38,The speaker contrasts modern cell phones for contacting parents with how it was in 'their day'.,,,,,,,110,59,"The speaker lists three things to do when lost: stay where you are, tell an employee, and cry really loud.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or ensure visual content is directly related to the audio narrative.,Avoid combining unrelated gameplay footage with storytelling.,"The video features a vertical split-screen layout. The top pane displays animated characters and text illustrating a personal story about Halloween at Disneyland, while the bottom pane shows unrelated endless runner mobile game footage.",0.08,0.04,The narrator discusses hypothetical survival tips for being lost without a cell phone.,0.32,0.18,The narrator recounts a Halloween trip to Disneyland California Adventure with family and friends.,personal anecdote,Halloween story,7429963004118043946,1.03,0,The top pane displays animated characters and text that visually accompany the narrator's story.,1.03,0,The bottom pane shows continuous gameplay of an endless runner mobile game with a yellow stick figure.,1.01,0.01,The game character collects various fruits and avoids obstacles on a path.,0.42,0.08,Score indicators and positive feedback like 'Perfect!' and 'Amazing!' appear in the game.,vertical split-screen,mobile game,animation,0.44,0.38,The narrator describes collecting candy at designated community candy stations within the park.,,0.32,0.27,Logos for 'Disneyland Park' and 'Disney California Adventure' appear in the top pane.,,,0.51,0.47,The narrator mentions the high cost of tickets for the event.,1.03,0.54,The narrator briefly recalls his and his sister's Halloween costumes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Ensure the audio is licensed or original content.,"Two unrelated video streams are displayed vertically; the top pane features an animated story with narration, while the bottom pane shows an endless runner mobile game.",11.9,0,"The narrator describes their Halloween costume, noting parts made by their mom.",23,17.6,"The narrator talks about going to Disneyland, the 'happiest place on Earth' where they were traumatized.",personal narration,candy discussion,7430007652563881258,60,0,The top pane displays an animated character telling a story.,60,0,The bottom pane shows an endless runner game where a yellow character collects items and breaks obstacles.,60,0,The animated character in the top pane changes appearance and poses throughout the video.,60,0,The game environment in the bottom pane transitions from green grass to a snowy landscape and then to a blue water-themed path.,animated story,endless runner game,,33,25,The narrator explains collecting candy at stations and getting a card stamped to prevent repeat customers.,,52,39,Images of various candies appear in the top pane as they are mentioned in the narration.,,,45.9,39,"The narrator lists the types of candy received, including lollipops, Tootsie Rolls, Starbursts, and Laffy Taffy.",52,46,"The narrator expresses disappointment about not getting their preferred candies like Hershey's, M&M's, or Nerds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"A group of men, some in skeleton costumes and masks, perform a skit outdoors. They initially ask a question about a chocolate cookie, then transition into dancing to 'Gangnam Style' music while one man holds up a photo.",5,0,A group of men repeatedly ask 'Big AJ. Can we eat your double chunk chocolate cookie?',34,8,The phrase 'Open Gangnam Style' is repeated multiple times as the music plays.,spoken request,song lyrics,7430129108950076694,35,0,"A group of men are standing outdoors, with two in the foreground wearing black skeleton costumes and white masks.",16,7,A man in the center holds up a photo of another man.,35,17,The men in skeleton costumes begin dancing to the 'Gangnam Style' song.,,,,group performance,skeleton costumes,dancing,,,,repeated phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
